-73.416,33.417
-73.416,38.417
-67.416,35.917
-59.602,38.489
-59.602,43.489
-53.602,40.989
-68.018,18.677
-68.018,23.677
-62.018,21.177
-80.583,8.0958
-80.583,13.096
-74.583,10.596
-56.595,17.019
-56.595,22.019
-50.595,19.519
-44.6,17.544
-44.6,22.544
-38.6,20.044
-47.416,-0.21678
-47.416,4.7832
-41.416,2.2832
-59.281,-2.7618
-59.281,2.2382
-53.281,-0.26177
-39.791,47.43
-39.791,52.43
-33.791,49.93
-38.014,32.769
-38.014,37.769
-32.014,35.269
-27.68,28.868
-27.68,33.868
-21.68,31.368
-49.684,34.078
-49.684,39.078
-43.684,36.578
-32.998,15.607
-32.998,20.607
-26.998,18.107
-21.085,13.954
-21.085,18.954
-15.085,16.454
-21.931,-0.0855
-21.931,4.9145
-15.931,2.4145
-34.825,0.36259
-34.825,5.3626
-28.825,2.8626
-27.861,55.44
-27.861,60.44
-21.861,57.94
-15.507,59.62
-15.507,64.62
-9.5067,62.12
-14.616,49.308
-14.616,54.308
-8.6161,51.808
-27.24,43.863
-27.24,48.863
-21.24,46.363
-14.782,38.148
-14.782,43.148
-8.7824,40.648
-2.9673,27.261
-2.9673,32.261
3.0327,29.761
-9.0948,14.701
-9.0948,19.701
-3.0948,17.201
-15.199,26.631
-15.199,31.631
-9.199,29.131
-9.2468,1.6938
-9.2468,6.6938
-3.2468,4.1938
3.3145,1.5739
3.3145,6.5739
9.3145,4.0739
3.3872,-10.588
3.3872,-5.5881
9.3872,-8.0881
-9.4229,-10.52
-9.4229,-5.5199
-3.4229,-8.0199
-2.9624,61.008
-2.9624,66.008
3.0376,63.508
-2.9655,50.642
-2.9655,55.642
3.0345,53.142
9.5048,59.655
9.5048,64.655
15.505,62.155
21.967,55.409
21.967,60.409
27.967,57.909
21.254,43.89
21.254,48.89
27.254,46.39
8.6619,49.358
8.6619,54.358
14.662,51.858
-2.9671,39.67
-2.9671,44.67
3.0329,42.17
8.751,38.154
8.751,43.154
14.751,40.654
9.1239,26.649
9.1239,31.649
15.124,29.149
3.2005,14.796
3.2005,19.796
9.2005,17.296
15.015,13.912
15.015,18.912
21.015,16.412
26.959,15.562
26.959,20.562
32.959,18.062
28.758,0.22714
28.758,5.2271
34.758,2.7271
15.883,0.0377
15.883,5.0377
21.883,2.5377
33.959,47.389
33.959,52.389
39.959,49.889
43.923,33.915
43.923,38.915
49.923,36.415
32.014,32.769
32.014,37.769
38.014,35.269
21.6,28.898
21.6,33.898
27.6,31.398
38.6,17.544
38.6,22.544
44.6,20.044
50.558,16.888
50.558,21.888
56.558,19.388
53.42,-2.9195
53.42,2.0805
59.42,-0.41947
41.372,-0.21682
41.372,4.7832
47.372,2.2832
53.704,38.563
53.704,43.563
59.704,41.063
67.119,33.844
67.119,38.844
73.119,36.344
74.439,8.3359
74.439,13.336
80.439,10.836
61.883,18.562
61.883,23.562
67.883,21.062
-71.299,-4.7073
-71.299,0.29275
-65.299,-2.2073
-67.282,-25.408
-67.282,-20.408
-61.282,-22.908
-71.703,-40.152
-71.703,-35.152
-65.703,-37.652
-79.908,-17.418
-79.908,-12.418
-73.908,-14.918
-56.916,-20.312
-56.916,-15.312
-50.916,-17.812
-45.632,-16.32
-45.632,-11.32
-39.632,-13.82
-37.896,-30.578
-37.896,-25.578
-31.896,-28.078
-48.859,-36.176
-48.859,-31.176
-42.859,-33.676
-56.796,-59.082
-56.796,-54.082
-50.796,-56.582
-57.189,-44.057
-57.189,-39.057
-51.189,-41.557
-41.903,-58.28
-41.903,-53.28
-35.903,-55.78
-37.408,-72.449
-37.408,-67.449
-31.408,-69.949
-33.801,-13.769
-33.801,-8.7687
-27.801,-11.269
-21.685,-12.62
-21.685,-7.6196
-15.685,-10.12
-9.6001,-22.191
-9.6001,-17.191
-3.6001,-19.691
-24.484,-26.851
-24.484,-21.851
-18.484,-24.351
-25.867,-40.85
-25.867,-35.85
-19.867,-38.35
-20.513,-56.355
-20.513,-51.355
-14.513,-53.855
-23.428,-67.376
-23.428,-62.376
-17.428,-64.876
-36.238,-48.445
-36.238,-43.445
-30.238,-45.945
-10.442,-34.308
-10.442,-29.308
-4.4419,-31.808
4.3576,-34.29
4.3576,-29.29
10.358,-31.79
4.6453,-46.291
4.6453,-41.291
10.645,-43.791
-10.645,-46.244
-10.645,-41.244
-4.6451,-43.744
-3.0524,-58.89
-3.0524,-53.89
2.9476,-56.39
-3,-70.362
-3,-65.362
3,-67.862
8.9186,-79.442
8.9186,-74.442
14.919,-76.942
-14.987,-79.429
-14.987,-74.429
-8.9871,-76.929
15.641,-12.579
15.641,-7.5794
21.641,-10.079
27.786,-13.67
27.786,-8.67
33.786,-11.17
18.502,-26.95
18.502,-21.95
24.502,-24.45
3.6417,-22.206
3.6417,-17.206
9.6417,-19.706
19.853,-40.871
19.853,-35.871
25.853,-38.371
30.079,-48.475
30.079,-43.475
36.079,-45.975
17.363,-67.365
17.363,-62.365
23.363,-64.865
14.33,-56.38
14.33,-51.38
20.33,-53.88
39.645,-16.175
39.645,-11.175
45.645,-13.675
50.812,-20.402
50.812,-15.402
56.812,-17.902
42.694,-36.279
42.694,-31.279
48.694,-33.779
31.896,-30.578
31.896,-25.578
37.896,-28.078
35.813,-58.301
35.813,-53.301
41.813,-55.801
51.172,-43.981
51.172,-38.981
57.172,-41.481
50.705,-59.133
50.705,-54.133
56.705,-56.633
31.32,-72.485
31.32,-67.485
37.32,-69.985
65.137,-4.702
65.137,0.29796
71.137,-2.202
73.822,-17.329
73.822,-12.329
79.822,-14.829
65.49,-40.333
65.49,-35.333
71.49,-37.833
61.22,-25.386
61.22,-20.386
67.22,-22.886
